student_id,name,gender,date_of_birth,school_name,board,year_of_passing,math_score,science_score,english_score,social_score,second_language_score,overall_percentage,was_consistent_performer,top_subjects,weak_subjects,remedial_classes_taken,average_study_hours_per_day,study_method,preferred_learning_style,attendance_percentage,participated_in_olympiads,extracurricular_focus,leadership_roles,confidence_level_in_subjects,motivation_level,parental_education_level,internet_access_at_home
367,Taimur Vohra,Female,2009-01-29,"Ali, Barker and Howe School",ICSE,2021,73,81,48,47,83,66.4,Yes,"Second Language, Science","Social Science, English",Yes,1.6,Group,Visual,80,No,Debate,Yes,3,3,Postgraduate,Yes
368,Eva Singh,Male,2008-06-12,Harmon PLC School,State,2022,71,54,87,99,98,81.8,Yes,"Social Science, Second Language","Science, Mathematics",Yes,3.3,Coaching,Auditory,97,No,Debate,No,2,5,None,Yes
369,Aaryahi Garg,Male,2009-12-16,"Clark, Bennett and Jones School",ICSE,2021,51,65,91,56,80,68.6,No,"English, Second Language","Mathematics, Social Science",Yes,1.2,Group,Auditory,74,Yes,Sports,Yes,2,4,None,Yes
370,Shalv Walia,Female,2008-12-24,Padilla-Le School,CBSE,2023,87,55,84,52,64,68.4,No,"Mathematics, English","Social Science, Science",Yes,5.0,Coaching,Visual,82,No,Arts,Yes,3,4,Postgraduate,Yes
371,Ojas Garde,Female,2008-03-30,Love PLC School,ICSE,2021,81,73,67,99,74,78.8,No,"Social Science, Mathematics","English, Science",Yes,3.8,Solo,Auditory,79,Yes,Debate,Yes,5,4,Graduate,No
372,Tiya Gole,Female,2008-04-29,"Elliott, Roman and Merritt School",CBSE,2022,83,50,95,97,78,80.6,Yes,"Social Science, English","Science, Second Language",No,4.6,Group,Practical,86,No,Debate,No,4,5,Graduate,No
373,Abram Lanka,Female,2008-08-16,"Williams, Phillips and Keith School",ICSE,2023,77,77,59,96,92,80.2,Yes,"Social Science, Second Language","English, Mathematics",Yes,1.1,Group,Visual,93,No,Music,No,3,4,Graduate,Yes
374,Anaya Dhillon,Male,2008-07-06,"Johnson, Webb and Salazar School",State,2023,89,58,48,89,91,75.0,Yes,"Second Language, Mathematics","English, Science",No,4.5,Coaching,Practical,91,No,Music,No,3,3,Graduate,No
375,Renee Saraf,Female,2008-09-19,Wallace-Dunn School,ICSE,2021,51,62,50,84,62,61.8,No,"Social Science, Science","English, Mathematics",Yes,2.7,Group,Visual,85,Yes,Debate,No,2,2,Postgraduate,Yes
376,Pari Chad,Male,2009-11-04,"Clayton, Chapman and Schmitt School",ICSE,2022,88,49,75,40,56,61.6,No,"Mathematics, English","Social Science, Science",No,1.7,Coaching,Reading,84,No,None,No,4,5,High School,Yes
377,Nakul Dey,Male,2009-07-15,Stephens-Bowman School,ICSE,2023,41,52,81,49,94,63.4,No,"Second Language, English","Mathematics, Social Science",Yes,3.5,Coaching,Practical,87,No,None,No,4,5,Postgraduate,No
378,Samarth Korpal,Male,2010-02-12,House and Sons School,ICSE,2022,73,67,82,63,80,73.0,Yes,"English, Second Language","Social Science, Science",Yes,3.2,Group,Practical,80,No,Music,No,4,5,None,No
379,Badal Raj,Female,2009-02-20,"Stephens, Olsen and Green School",CBSE,2021,89,98,79,50,61,75.4,Yes,"Science, Mathematics","Social Science, Second Language",Yes,1.9,Solo,Reading,86,No,Arts,No,4,1,High School,No
380,Manikya Raval,Female,2009-11-25,Davis-Lawrence School,ICSE,2022,53,73,60,59,55,60.0,Yes,"Science, English","Mathematics, Second Language",No,3.5,Group,Auditory,89,No,None,No,3,5,High School,Yes
381,Ranbir Deol,Male,2009-09-21,Flores LLC School,CBSE,2023,92,87,49,62,46,67.2,No,"Mathematics, Science","Second Language, English",Yes,4.8,Solo,Practical,70,Yes,Debate,No,3,3,Graduate,Yes
382,Aaryahi Agrawal,Male,2008-07-27,Graham-Morgan School,State,2022,99,88,40,81,79,77.4,Yes,"Mathematics, Science","English, Second Language",No,2.7,Coaching,Auditory,78,Yes,None,Yes,4,3,High School,No
383,Lakshay Chad,Female,2008-02-18,Davila LLC School,State,2022,82,91,93,44,94,80.8,No,"Second Language, English","Social Science, Mathematics",Yes,2.3,Group,Auditory,76,No,Music,Yes,4,5,Postgraduate,No
384,Shanaya Rau,Male,2008-04-28,Barnes-Douglas School,CBSE,2023,42,77,49,53,41,52.4,No,"Science, Social Science","Second Language, Mathematics",Yes,2.3,Solo,Auditory,75,Yes,None,Yes,4,2,Graduate,No
385,Seher Bhandari,Female,2008-11-03,"Perry, Adams and Banks School",CBSE,2023,48,51,96,93,68,71.2,No,"English, Social Science","Mathematics, Science",No,5.0,Group,Practical,88,Yes,Music,Yes,4,1,None,No
386,Divit Johal,Male,2010-04-03,"Mcmillan, George and Taylor School",State,2021,66,42,97,61,79,69.0,No,"English, Second Language","Science, Social Science",No,2.1,Coaching,Visual,74,No,None,Yes,4,4,Graduate,No
387,Nishith Yohannan,Male,2009-11-15,"Smith, Walker and Hernandez School",ICSE,2022,62,45,85,83,93,73.6,Yes,"Second Language, English","Science, Mathematics",Yes,1.8,Coaching,Visual,77,Yes,Arts,No,4,5,Postgraduate,No
388,Rania Dasgupta,Female,2007-12-02,Meyer LLC School,State,2023,65,48,76,58,46,58.6,No,"English, Mathematics","Second Language, Science",Yes,3.8,Solo,Reading,89,No,None,Yes,4,3,Graduate,Yes
389,Hunar Ratta,Male,2010-02-15,Patel LLC School,ICSE,2021,73,63,58,59,73,65.2,No,"Mathematics, Second Language","English, Social Science",No,4.3,Group,Auditory,70,Yes,Music,No,4,1,Graduate,No
390,Aarush Jaggi,Male,2009-05-20,"Simon, Webb and Johnson School",State,2021,76,91,95,58,53,74.6,Yes,"English, Science","Second Language, Social Science",No,1.9,Group,Auditory,70,Yes,Music,No,2,4,None,Yes
391,Sara Chhabra,Female,2010-03-12,Torres Inc School,ICSE,2022,70,87,75,41,66,67.8,No,"Science, English","Social Science, Second Language",Yes,2.6,Coaching,Auditory,81,No,Debate,No,3,4,High School,No
392,Indrajit Kurian,Male,2008-03-18,"Beck, Benson and Hernandez School",State,2021,100,74,51,50,46,64.2,Yes,"Mathematics, Science","Second Language, Social Science",Yes,1.2,Solo,Practical,76,No,Arts,No,4,2,Postgraduate,Yes
393,Jiya Desai,Male,2008-05-30,Brewer and Sons School,CBSE,2021,52,54,86,92,82,73.2,No,"Social Science, English","Mathematics, Science",No,3.0,Group,Practical,91,Yes,None,No,4,1,Graduate,No
394,Gokul Kanda,Male,2008-12-07,"Hall, Carter and Miller School",State,2023,53,68,89,63,80,70.6,No,"English, Second Language","Mathematics, Social Science",No,3.8,Solo,Reading,76,Yes,Sports,Yes,1,3,Graduate,Yes
395,Pari Jha,Female,2007-11-29,"Scott, Collins and Buchanan School",CBSE,2022,74,85,88,50,99,79.2,Yes,"Second Language, English","Social Science, Mathematics",No,3.7,Coaching,Practical,97,Yes,Debate,No,5,1,High School,Yes
396,Advik Sahni,Male,2008-01-31,Gutierrez-Smith School,State,2022,62,86,87,47,85,73.4,Yes,"English, Science","Social Science, Mathematics",Yes,1.9,Solo,Auditory,87,Yes,None,Yes,3,3,None,Yes
397,Faiyaz Sanghvi,Female,2008-07-07,Quinn-West School,ICSE,2023,48,54,80,91,81,70.8,No,"Social Science, Second Language","Mathematics, Science",No,2.5,Group,Visual,82,Yes,Arts,No,4,2,High School,No
398,Hansh Krish,Male,2009-06-16,Wallace-Smith School,ICSE,2023,66,79,75,74,47,68.2,Yes,"Science, English","Second Language, Mathematics",Yes,1.0,Coaching,Visual,89,No,Arts,No,2,2,High School,Yes
399,Vihaan Dugar,Female,2007-06-22,Garcia and Sons School,ICSE,2023,40,69,56,61,53,55.8,Yes,"Science, Social Science","Mathematics, Second Language",No,2.8,Group,Visual,83,No,Sports,Yes,3,5,High School,No
400,Anahi Gera,Male,2008-09-29,Gonzalez PLC School,State,2021,90,100,51,79,87,81.4,Yes,"Science, Mathematics","English, Social Science",Yes,4.1,Group,Visual,79,No,Arts,Yes,3,4,High School,Yes
401,Nirvi Sha,Male,2007-09-04,"Lucas, Watson and Ross School",ICSE,2021,61,92,42,82,89,73.2,Yes,"Science, Second Language","English, Mathematics",No,4.7,Group,Reading,70,No,Sports,Yes,1,5,High School,No
402,Vritika Wadhwa,Male,2010-03-13,Haas Ltd School,State,2023,74,54,56,49,46,55.8,Yes,"Mathematics, English","Second Language, Social Science",Yes,1.6,Coaching,Auditory,86,Yes,Music,No,1,2,Postgraduate,No
403,Ayesha Deshmukh,Male,2008-12-13,"Wilson, Armstrong and Avila School",CBSE,2021,74,54,98,89,84,79.8,No,"English, Social Science","Science, Mathematics",Yes,4.8,Coaching,Auditory,75,No,Arts,No,3,5,None,Yes
404,Yakshit Konda,Female,2008-03-31,"Lee, Dennis and Davis School",ICSE,2023,90,42,64,75,78,69.8,No,"Mathematics, Second Language","Science, English",Yes,3.1,Group,Auditory,97,No,Sports,No,3,2,Graduate,Yes
405,Krish Varkey,Male,2007-04-23,Freeman-Wise School,State,2023,69,100,68,79,98,82.8,Yes,"Science, Second Language","English, Mathematics",No,3.2,Solo,Practical,74,No,None,Yes,2,4,Postgraduate,No
406,Darshit Khalsa,Female,2007-05-07,Miller-Stevens School,CBSE,2022,90,51,87,76,92,79.2,No,"Second Language, Mathematics","Science, Social Science",Yes,1.6,Coaching,Visual,96,No,Debate,Yes,5,1,None,Yes
407,Inaaya  Chaudhry,Male,2010-01-11,"Williams, Powers and Lee School",CBSE,2023,70,44,93,59,49,63.0,No,"English, Mathematics","Science, Second Language",No,4.2,Coaching,Visual,96,No,Arts,Yes,1,3,Graduate,Yes
408,Ayesha Date,Male,2009-09-12,"Ellis, Fuller and Young School",State,2023,56,48,72,71,45,58.4,Yes,"English, Social Science","Second Language, Science",Yes,3.9,Solo,Practical,95,Yes,None,Yes,1,2,Graduate,No
409,Diya Bala,Female,2008-10-13,Jones and Sons School,CBSE,2021,41,43,65,79,79,61.4,No,"Social Science, Second Language","Mathematics, Science",No,4.8,Coaching,Practical,99,No,Arts,No,2,4,Graduate,Yes
410,Armaan Gulati,Male,2010-04-11,"Zuniga, Davis and Mcdowell School",ICSE,2021,66,58,71,75,70,68.0,Yes,"Social Science, English","Science, Mathematics",No,4.5,Coaching,Auditory,76,No,None,No,2,2,None,Yes
411,Amira Batra,Female,2009-04-26,Lawrence PLC School,State,2023,43,43,85,98,73,68.4,Yes,"Social Science, English","Mathematics, Science",Yes,3.5,Group,Auditory,91,No,Arts,Yes,5,4,Graduate,Yes
412,Drishya Tripathi,Female,2009-09-22,"Evans, Luna and Henderson School",CBSE,2021,96,90,95,95,44,84.0,No,"Mathematics, English","Second Language, Science",Yes,1.8,Group,Auditory,97,No,Debate,Yes,1,3,High School,No
413,Taran Bandi,Male,2007-05-11,Mcclure-Lee School,CBSE,2021,44,92,47,83,66,66.4,No,"Science, Social Science","Mathematics, English",Yes,2.0,Coaching,Practical,75,Yes,Music,Yes,1,5,High School,Yes
414,Vritika Majumdar,Male,2009-01-28,"Cain, David and Moran School",ICSE,2023,53,60,77,74,56,64.0,No,"English, Social Science","Mathematics, Second Language",No,1.7,Solo,Reading,80,No,Debate,Yes,4,2,None,Yes
415,Jayant Bora,Male,2009-05-30,"Diaz, Singleton and Sellers School",State,2023,48,79,90,91,97,81.0,Yes,"Second Language, Social Science","Mathematics, Science",Yes,2.6,Group,Auditory,83,Yes,Debate,No,5,3,Postgraduate,No
416,Ishita Sundaram,Female,2009-06-20,Holloway Group School,ICSE,2021,49,97,64,99,41,70.0,Yes,"Social Science, Science","Second Language, Mathematics",Yes,2.6,Coaching,Auditory,87,Yes,Sports,Yes,4,2,Postgraduate,No
417,Hazel Butala,Female,2009-04-26,Taylor-Guzman School,State,2023,60,61,78,54,62,63.0,No,"English, Second Language","Social Science, Mathematics",No,4.8,Group,Reading,93,No,Debate,No,3,1,Postgraduate,No
418,Jayant Ravel,Female,2007-08-26,Harris-Barnes School,ICSE,2021,81,72,96,94,90,86.6,Yes,"English, Social Science","Science, Mathematics",Yes,2.9,Coaching,Visual,93,Yes,Arts,Yes,3,3,Postgraduate,Yes
419,Anya Brar,Male,2010-03-04,"Wang, James and Shields School",State,2022,88,61,50,94,60,70.6,No,"Social Science, Mathematics","English, Second Language",No,1.7,Group,Reading,98,No,Music,Yes,3,2,None,Yes
420,Zain Rattan,Male,2010-04-05,Hancock Ltd School,CBSE,2021,84,67,78,49,91,73.8,Yes,"Second Language, Mathematics","Social Science, Science",No,5.0,Coaching,Visual,80,Yes,None,No,2,3,None,No
421,Vardaniya Sandal,Male,2008-09-14,Hanson LLC School,CBSE,2022,80,87,83,63,44,71.4,No,"Science, English","Second Language, Social Science",No,2.1,Solo,Auditory,75,Yes,Sports,No,4,3,High School,Yes
422,Damini Andra,Male,2007-10-09,"Barrett, Williams and Sanchez School",CBSE,2021,54,83,49,100,45,66.2,No,"Social Science, Science","Second Language, English",No,1.8,Coaching,Practical,79,Yes,Arts,Yes,1,4,Postgraduate,No
423,Stuvan Shroff,Male,2008-05-16,Mcgee-Mckinney School,CBSE,2022,61,71,96,52,99,75.8,Yes,"Second Language, English","Social Science, Mathematics",No,2.4,Solo,Visual,96,No,Music,No,5,3,None,No
424,Manjari Bumb,Male,2009-04-13,Thompson Inc School,ICSE,2023,51,86,90,67,62,71.2,No,"English, Science","Mathematics, Second Language",No,4.5,Solo,Practical,83,No,None,Yes,5,2,Graduate,No
425,Raunak Virk,Female,2008-12-08,Hubbard-Crawford School,ICSE,2023,77,94,84,90,78,84.6,No,"Science, Social Science","Mathematics, Second Language",Yes,1.6,Group,Reading,74,No,None,Yes,2,1,None,No
426,Tiya Iyer,Female,2007-05-09,Williams Group School,CBSE,2022,77,81,55,78,98,77.8,No,"Second Language, Science","English, Mathematics",Yes,1.9,Solo,Practical,86,Yes,Debate,Yes,4,4,High School,No
427,Nitya Chaudhuri,Male,2008-02-24,"Hale, White and Dominguez School",ICSE,2022,41,47,56,100,83,65.4,No,"Social Science, Second Language","Mathematics, Science",Yes,4.2,Solo,Practical,70,Yes,Music,No,2,3,Postgraduate,Yes
428,Vedika Kalita,Female,2008-06-29,Young PLC School,ICSE,2021,50,69,52,65,97,66.6,No,"Second Language, Science","Mathematics, English",No,1.6,Solo,Reading,75,Yes,Debate,Yes,2,1,Graduate,Yes
429,Suhana Datta,Male,2009-10-29,"Foster, Chen and Thompson School",CBSE,2022,68,95,100,70,99,86.4,Yes,"English, Second Language","Mathematics, Social Science",No,2.5,Coaching,Auditory,88,Yes,None,No,5,3,Postgraduate,No
430,Kiara Goel,Male,2007-08-02,Mclaughlin PLC School,ICSE,2023,74,44,64,85,71,67.6,Yes,"Social Science, Mathematics","Science, English",Yes,1.9,Coaching,Reading,98,Yes,Debate,Yes,2,4,High School,Yes
431,Indrajit Yohannan,Male,2008-05-01,Lopez and Sons School,State,2022,43,64,74,47,99,65.4,Yes,"Second Language, English","Mathematics, Social Science",Yes,1.7,Solo,Practical,84,No,None,Yes,5,1,Graduate,No
432,Nishith Shah,Male,2007-08-30,Jones LLC School,ICSE,2021,89,53,71,59,87,71.8,Yes,"Mathematics, Second Language","Science, Social Science",No,2.9,Solo,Visual,77,No,None,No,3,3,High School,Yes
433,Seher Deshmukh,Female,2009-06-07,Moore-Campbell School,CBSE,2022,78,73,54,90,72,73.4,Yes,"Social Science, Mathematics","English, Second Language",No,2.6,Coaching,Visual,87,No,Sports,Yes,5,4,Postgraduate,Yes
434,Reyansh Wable,Male,2007-07-19,"Morse, Riley and Nguyen School",ICSE,2022,89,46,83,44,89,70.2,Yes,"Mathematics, Second Language","Social Science, Science",No,2.4,Group,Practical,90,Yes,Arts,Yes,4,4,High School,No
435,Romil Baria,Male,2007-10-21,Anderson-Flores School,ICSE,2021,75,90,54,46,75,68.0,Yes,"Science, Mathematics","Social Science, English",Yes,3.7,Group,Auditory,91,No,Sports,No,3,1,High School,Yes
436,Gokul Date,Female,2008-02-14,Williams-Berry School,CBSE,2023,41,71,81,44,66,60.6,Yes,"English, Science","Mathematics, Social Science",Yes,4.2,Coaching,Practical,97,No,None,Yes,3,2,High School,No
437,Oorja Rege,Female,2007-10-23,Sullivan-Dean School,CBSE,2022,85,95,60,96,44,76.0,Yes,"Social Science, Science","Second Language, English",Yes,1.7,Solo,Practical,76,No,Music,Yes,2,5,High School,Yes
438,Nirvaan Madan,Female,2009-06-21,Young-Evans School,CBSE,2021,93,67,82,87,73,80.4,Yes,"Mathematics, Social Science","Science, Second Language",Yes,3.8,Solo,Reading,94,No,Debate,No,4,1,Postgraduate,Yes
439,Samaira Kumar,Male,2009-01-13,"Vazquez, Hill and Davenport School",CBSE,2021,82,47,91,83,95,79.6,Yes,"Second Language, English","Science, Mathematics",Yes,1.2,Group,Practical,79,No,Music,No,3,2,Graduate,No
440,Ayesha Bandi,Female,2008-08-10,Compton-Cervantes School,State,2023,46,71,67,46,92,64.4,No,"Second Language, Science","Mathematics, Social Science",No,2.8,Coaching,Reading,96,No,None,No,2,4,Postgraduate,Yes
441,Oorja Goda,Female,2007-07-13,Kennedy-Diaz School,State,2023,77,76,47,56,58,62.8,No,"Mathematics, Science","English, Social Science",No,2.3,Solo,Auditory,72,No,Arts,Yes,1,2,High School,No
442,Prisha Tata,Male,2009-03-23,Price-Miller School,CBSE,2023,46,61,71,45,96,63.8,No,"Second Language, English","Social Science, Mathematics",No,3.1,Solo,Reading,98,Yes,Arts,Yes,1,2,None,Yes
443,Zeeshan Garde,Female,2008-02-23,Owens-Davis School,ICSE,2022,58,88,82,69,91,77.6,No,"Second Language, Science","Mathematics, Social Science",Yes,2.6,Group,Practical,76,Yes,Music,No,2,5,High School,Yes
444,Shalv Sant,Male,2007-09-06,Bowman-Maldonado School,State,2021,78,59,44,78,51,62.0,Yes,"Mathematics, Social Science","English, Second Language",Yes,4.2,Coaching,Auditory,82,Yes,Arts,Yes,2,1,High School,Yes
445,Damini Sabharwal,Female,2008-12-12,Gillespie PLC School,State,2023,68,66,78,64,92,73.6,No,"Second Language, English","Social Science, Science",Yes,3.3,Coaching,Visual,82,Yes,Arts,Yes,5,4,Postgraduate,Yes
446,Sumer Bava,Female,2007-11-21,Castillo-Holland School,CBSE,2021,42,65,61,52,91,62.2,No,"Second Language, Science","Mathematics, Social Science",No,1.9,Solo,Practical,93,Yes,Arts,No,2,1,High School,No
447,Dishani Ganguly,Male,2009-12-23,"Wallace, Love and Owens School",CBSE,2021,59,100,55,59,56,65.8,Yes,"Science, Mathematics","English, Second Language",Yes,2.8,Coaching,Reading,99,No,None,No,2,3,None,No
448,Umang Suri,Male,2009-08-21,Jacobs-Neal School,State,2021,70,63,78,78,44,66.6,No,"English, Social Science","Second Language, Science",No,2.8,Group,Visual,96,No,Debate,No,4,1,High School,No
449,Indranil Varughese,Male,2009-10-29,Lee-Obrien School,State,2023,85,52,62,55,54,61.6,Yes,"Mathematics, English","Science, Second Language",No,2.1,Group,Auditory,83,Yes,None,No,4,3,None,Yes
450,Hansh Gaba,Female,2008-03-24,Romero-Mills School,ICSE,2023,62,94,64,48,72,68.0,Yes,"Science, Second Language","Social Science, Mathematics",Yes,2.1,Group,Visual,92,No,Sports,No,5,5,High School,Yes
451,Yuvraj  Samra,Male,2007-10-12,"Boyle, Young and Bradley School",CBSE,2022,79,53,96,69,62,71.8,Yes,"English, Mathematics","Science, Second Language",No,1.9,Solo,Auditory,97,No,Arts,No,5,3,None,Yes
452,Tara Shanker,Male,2010-04-18,"Mayo, Simon and Shields School",State,2021,87,66,92,53,90,77.6,No,"English, Second Language","Social Science, Science",Yes,4.7,Group,Auditory,72,No,Sports,No,4,5,None,Yes
453,Navya Loyal,Female,2010-04-17,Villanueva-Parks School,CBSE,2023,95,62,49,58,98,72.4,No,"Second Language, Mathematics","English, Social Science",Yes,1.9,Group,Auditory,81,Yes,Debate,No,5,5,None,Yes
454,Dishani Sundaram,Female,2007-08-14,Kline LLC School,CBSE,2022,97,86,68,59,65,75.0,No,"Mathematics, Science","Social Science, Second Language",No,2.2,Solo,Practical,72,No,None,Yes,2,1,None,Yes
455,Manjari Ramesh,Female,2010-02-22,Carter Inc School,State,2022,51,43,86,64,47,58.2,Yes,"English, Social Science","Science, Second Language",Yes,1.1,Solo,Practical,79,No,None,Yes,4,5,Postgraduate,No
456,Nishith Vyas,Female,2009-11-01,Hamilton-Williams School,ICSE,2023,85,96,61,85,87,82.8,Yes,"Science, Second Language","English, Mathematics",Yes,1.2,Coaching,Reading,100,Yes,Arts,No,4,5,Postgraduate,Yes
457,Dishani Vaidya,Male,2009-12-15,"Smith, Willis and Stevenson School",State,2023,73,96,83,54,95,80.2,Yes,"Science, Second Language","Social Science, Mathematics",No,1.6,Group,Reading,78,Yes,Debate,Yes,3,1,High School,Yes
458,Raghav Dewan,Male,2008-04-22,Fitzgerald-Gonzalez School,CBSE,2023,58,99,100,100,68,85.0,Yes,"English, Social Science","Mathematics, Second Language",Yes,1.8,Group,Auditory,85,No,Sports,Yes,4,4,None,Yes
459,Adah Date,Female,2007-12-25,Espinoza Ltd School,State,2023,51,54,93,56,62,63.2,No,"English, Second Language","Mathematics, Science",Yes,2.2,Group,Visual,97,Yes,Sports,Yes,1,2,High School,No
460,Emir Bir,Female,2009-07-04,Parks-Hamilton School,ICSE,2021,86,44,56,78,79,68.6,No,"Mathematics, Second Language","Science, English",Yes,2.2,Solo,Auditory,98,No,None,No,3,3,High School,Yes
461,Ehsaan Issac,Male,2008-09-12,Webb-Wilson School,CBSE,2023,80,64,84,74,73,75.0,No,"English, Mathematics","Science, Second Language",Yes,1.3,Solo,Auditory,75,Yes,Music,No,4,4,None,No
462,Piya Ben,Male,2007-11-29,Barnes-Wilson School,State,2022,91,66,60,70,89,75.2,No,"Mathematics, Second Language","English, Science",Yes,3.6,Solo,Visual,73,Yes,Debate,No,4,2,Graduate,Yes
463,Vedika Sankar,Female,2008-01-01,Hall-Wood School,ICSE,2023,61,58,84,54,47,60.8,Yes,"English, Mathematics","Second Language, Social Science",No,4.4,Solo,Reading,74,No,Arts,Yes,4,3,None,Yes
464,Kanav Konda,Female,2009-01-27,Peterson-Miller School,ICSE,2022,52,55,82,70,90,69.8,No,"Second Language, English","Mathematics, Science",Yes,2.8,Coaching,Reading,74,Yes,Debate,No,4,4,Postgraduate,No
465,Ishaan Kulkarni,Female,2007-12-17,Vincent Ltd School,ICSE,2022,80,57,54,98,82,74.2,Yes,"Social Science, Second Language","English, Science",No,3.2,Solo,Auditory,100,Yes,Arts,No,1,3,None,No
466,Nirvi Sahni,Male,2007-11-19,Sullivan Group School,CBSE,2021,58,44,50,70,45,53.4,Yes,"Social Science, Mathematics","Science, Second Language",No,1.7,Group,Auditory,87,No,Arts,No,2,3,Graduate,No
467,Ira Mallick,Male,2009-11-18,King Group School,ICSE,2022,100,42,57,76,65,68.0,No,"Mathematics, Social Science","Science, English",Yes,1.6,Group,Visual,87,Yes,Sports,No,3,5,Postgraduate,No
468,Ishaan Khanna,Female,2008-06-12,Barr-Drake School,CBSE,2021,83,88,52,65,57,69.0,No,"Science, Mathematics","English, Second Language",No,4.1,Solo,Auditory,87,No,Sports,Yes,2,3,High School,Yes
469,Ayesha Gour,Male,2008-08-24,"Diaz, Reed and Turner School",ICSE,2021,84,80,74,64,45,69.4,No,"Mathematics, Science","Second Language, Social Science",Yes,1.6,Coaching,Auditory,95,Yes,Debate,No,3,2,High School,No
470,Anya Majumdar,Female,2007-07-11,Cain and Sons School,State,2021,86,41,79,54,41,60.2,Yes,"Mathematics, English","Science, Second Language",No,1.1,Solo,Reading,78,No,Music,Yes,4,1,High School,No
471,Gokul Aggarwal,Female,2008-09-23,"Burch, Austin and Mercer School",ICSE,2022,67,52,98,76,100,78.6,No,"Second Language, English","Science, Mathematics",No,2.3,Coaching,Practical,94,No,None,No,5,4,High School,No
472,Navya Dixit,Female,2009-11-13,"Campbell, Pollard and Pham School",ICSE,2022,49,86,64,85,81,73.0,Yes,"Science, Social Science","Mathematics, English",Yes,1.0,Solo,Reading,76,Yes,None,No,1,4,High School,Yes
473,Lavanya Jaggi,Female,2009-06-01,"Pugh, Walsh and Johnson School",ICSE,2021,95,88,65,55,94,79.4,Yes,"Mathematics, Second Language","Social Science, English",Yes,3.3,Solo,Auditory,96,Yes,Debate,Yes,3,1,Graduate,No
474,Tarini Kuruvilla,Female,2008-08-01,"Weaver, Wolfe and Greene School",CBSE,2023,66,48,52,65,40,54.2,No,"Mathematics, Social Science","Second Language, Science",No,2.3,Group,Reading,78,Yes,Arts,Yes,4,4,High School,No
475,Baiju Dass,Female,2007-07-19,Fuentes-Haney School,ICSE,2021,62,97,87,66,64,75.2,No,"Science, English","Mathematics, Second Language",No,2.1,Coaching,Auditory,90,Yes,Debate,Yes,3,4,High School,Yes
476,Saira Kadakia,Male,2007-06-04,Mercer Group School,ICSE,2021,45,77,58,41,55,55.2,Yes,"Science, English","Social Science, Mathematics",Yes,2.9,Group,Visual,83,Yes,Music,No,1,4,Graduate,Yes
477,Nitara Keer,Female,2007-06-12,"Wilson, Williams and Greene School",ICSE,2023,98,64,73,52,46,66.6,No,"Mathematics, English","Second Language, Social Science",No,1.2,Solo,Reading,81,Yes,Arts,No,5,2,None,No
478,Piya Barman,Male,2008-09-16,Roberts-Hall School,State,2023,61,63,52,61,49,57.2,No,"Science, Mathematics","Second Language, English",Yes,2.5,Group,Reading,96,Yes,Debate,No,1,1,High School,No
479,Trisha Bahl,Female,2008-02-25,Jordan-Mccarthy School,CBSE,2023,94,52,76,51,75,69.6,No,"Mathematics, English","Social Science, Science",Yes,3.5,Coaching,Visual,87,No,Music,No,2,3,Postgraduate,No
480,Zara Baria,Male,2007-10-19,"Morgan, Williams and Delgado School",ICSE,2023,77,76,86,58,59,71.2,No,"English, Mathematics","Social Science, Second Language",No,4.0,Coaching,Reading,84,Yes,Music,No,3,1,High School,No
481,Taimur Sekhon,Female,2008-02-24,Obrien-Hoffman School,State,2022,63,52,43,86,98,68.4,Yes,"Second Language, Social Science","English, Science",Yes,2.7,Coaching,Auditory,71,No,Sports,No,1,1,Postgraduate,Yes
482,Pranay Handa,Female,2009-01-18,"Holland, Carey and Castro School",CBSE,2023,72,55,53,66,57,60.6,Yes,"Mathematics, Social Science","English, Science",Yes,3.8,Group,Auditory,92,No,Arts,Yes,5,2,High School,No
483,Anahi Andra,Male,2009-05-04,Richardson-Moon School,ICSE,2021,86,83,46,70,45,66.0,Yes,"Mathematics, Science","Second Language, English",No,3.4,Group,Practical,96,Yes,Debate,No,4,4,Graduate,Yes
484,Anahita Sarin,Female,2007-10-05,Clark PLC School,ICSE,2023,89,92,43,90,72,77.2,Yes,"Science, Social Science","English, Second Language",No,1.1,Coaching,Auditory,72,No,Sports,No,3,4,High School,Yes
485,Shlok Deep,Female,2009-04-30,Horne Inc School,CBSE,2022,97,80,61,76,90,80.8,No,"Mathematics, Second Language","English, Social Science",Yes,4.0,Coaching,Visual,88,No,Sports,Yes,2,3,Graduate,No
486,Raunak Shetty,Male,2007-09-17,Garrett-Wilson School,State,2022,86,48,78,83,90,77.0,Yes,"Second Language, Mathematics","Science, English",No,3.8,Solo,Auditory,76,Yes,Arts,No,2,5,Postgraduate,Yes
487,Gatik Kant,Male,2008-04-28,Brown-Elliott School,ICSE,2023,87,58,44,49,65,60.6,No,"Mathematics, Second Language","English, Social Science",Yes,1.5,Coaching,Practical,80,Yes,None,No,2,1,High School,Yes
488,Indranil Babu,Female,2009-06-12,Griffin-Moss School,ICSE,2023,85,45,74,78,60,68.4,No,"Mathematics, Social Science","Science, Second Language",No,2.1,Solo,Auditory,88,Yes,Arts,No,1,5,Postgraduate,Yes
